yagoID	actorName	yagoTitle	imdbTitle	imdbActors	yagoDate	imdbDate	matchDate	matchActor	matchYear	matchBoth
id_CtL7y40bdl_5yq_udNFH8cRsp	Abhi Bhattacharya	Subarnarekha	Subarnarekha	['Abhi Bhattacharya', ' Bijon Bhattacharya', ' Indrani Chakrabarty', ' Gita Dey']	1965-10-01	1965-10-01	1	Yes	Yes	Yes
id_CtL7y40bdl_5yq_KdQAuX8vqI	Abhi Bhattacharya	Amar_Prem	Amar Prem	['Rajesh Khanna', ' Sharmila Tagore', ' Sujit Kumar', ' Bindu']	1972-01-28	1971-01-28	0	No	No	No
id_CtL7y40bdl_5yq_S7XVY!!DZS	Abhi Bhattacharya	Biraj_Bahu	Biraj Bahu	['Kamini Kaushal', ' Abhi Bhattacharya', ' Shakuntala', ' Pran']	1954	NaT	0	Yes	Yes	Yes
id_fI7s5FH2i9_5yq_JVS!UaOl!w	Abhijeet Sawant	Lottery	Lottery	['Hamid Farokhnezhad', ' Saed Soheili', ' Ziba Karamali', ' Hadi Hejazifar']	2009-03-20	2018-03-14	0	No	No	No
id_UHX6S8OYZI_5yq_kWlPswEIiR	Abhijith	Jeevana_Chaitra	Jeevana Chaitra	['Rajkumar']	1992	NaT	0	No	Yes	No
id_UHX6S8OYZI_5yq_gNyDzilC3G	Abhijith	Chaitrada_Premanjali	Chaitrada Premanjali	['Lokesh', ' Raghuveer', ' Shweta']	1992	NaT	0	No	Yes	No
id_UHX6S8OYZI_5yq_oyRmB5X8XQ	Abhijith	Yajamana	Yajamana	['Vishnuvardhan', ' Prema', ' Shashikumar', ' Avinash']	2000-12-01	NaT	0	No	Yes	No
id_UHX6S8OYZI_5yq_2P1T0GLKtt	Abhijith	Simhadriya_Simha	Simhadriya Simha	['Bhanupriya', ' Meena', ' Ruchita Prasad', ' Vishnuvardhan']	2002-06-07	2002-01-01	0	No	Yes	No
id_zjKLy8QDPw_5yq_hCQjV1XpLU	Abhimanyu Singh	Gulaal	Gulaal	['Kay Kay Menon', ' Raj Singh Chaudhary', ' Jesse Randhawa', ' Deepak Dobriyal']	2009-03-13	2009-03-13	1	No	Yes	No
id_zjKLy8QDPw_5yq_Nscw?G52mL	Abhimanyu Singh	Velayudham	Velayudham	"['Joseph Vijay', "" Genelia D'Souza"", ' Hansika Motwani', ' Saranya Mohan']"	2011-10-26	2011-10-26	1	No	Yes	No
id_zjKLy8QDPw_5yq_N9wmjAHGXx	Abhimanyu Singh	Dalam	Dalam	['Kishore Kumar G.', ' Nathalia Kaur', ' Krishnudu', ' Piaa Bajpai']	2013-08-15	2013-08-15	1	No	Yes	No
id_zjKLy8QDPw_5yq_p5ku4PcTHv	Abhimanyu Singh	10_Endrathukulla	10 Endrathukulla	['Vikram', ' Samantha Ruth Prabhu', ' Pasupathy', ' Rahul Dev']	2015-10-21	2015-10-23	0	No	Yes	No
id_zjKLy8QDPw_5yq_7MTPKHq3Q!	Abhimanyu Singh	Aalaap	Aalaap	['Omkar Das Manikpuri', ' Ashish Patil', ' Pitobash', ' Amit Purohit']	2012-07-27	2012-07-27	1	No	Yes	No
id_zjKLy8QDPw_5yq_pD6?P71GP4	Abhimanyu Singh	Department	Department	['Sanjay Dutt', ' Rana Daggubati', ' Lakshmi Manchu', ' Vijay Raaz']	2012-05-18	2012-05-18	1	No	Yes	No
id_zjKLy8QDPw_5yq_wrzS1Fx?uM	Abhimanyu Singh	Global_Baba	Global Baba	['Pankaj Tripathi', ' Sandeepa Dhar', ' Ravi Kishan', ' Abhimanyu Singh']	2016-03-11	2016-03-11	1	Yes	Yes	Yes
id_zjKLy8QDPw_5yq_6441SdP1Ze	Abhimanyu Singh	Mom	Mom	['Anna Faris', ' Allison Janney', ' Mimi Kennedy', ' Beth Hall']	2017-07-07	2013-09-23	0	No	No	No
id_zjKLy8QDPw_5yq_vnrlKTPkv6	Abhimanyu Singh	Nenu_Naa_Rakshasi	Nenu Naa Rakshasi	"['Rana Daggubati', "" Ileana D'Cruz"", ' Ali', ' Surya']"	2011-04-29	2011-04-29	1	No	Yes	No
id_zjKLy8QDPw_5yq_02hgwiohWn	Abhimanyu Singh	Thalaivaa	Thalaivaa	['Joseph Vijay', ' Amala Paul', ' Santhanam', ' Sathyaraj']	2013-08-08	2013-08-09	0	No	Yes	No
id_CQocbWySpq_5yq_KtduZjSaLn	Abhinav Chaturvedi	Parbat_Ke_Us_Paar	Parbat Ke Us Paar	['Rakesh Bedi', ' Abhinav Chaturvedi', ' Avtar Gill', ' Bharat Kapoor']	1988-09-02	1988-09-02	1	Yes	Yes	Yes
id_CQocbWySpq_5yq_EgzrpG8bNC	Abhinav Chaturvedi	Bhrashtachar	Bhrashtachar	['Rekha', ' Mithun Chakraborty', ' Anupam Kher', ' Raza Murad']	1989-12-01	1989-11-22	0	No	Yes	No
id_hBaMGAO1u8_5yq_!crk6O0?V6	Abhinav Gomatam	Artificial	Artificial	['Brad Banacka', ' Jacob Brown', ' Mike Kabisch', ' Damon Mariscal']	2012-04-27	2012-05-04	0	No	Yes	No
id_th39umjx9o_5yq_99rn2MNi9M	Abhinay	Kathai	Kathai Thiraikathai Vasanam Iyakkam	['Thambi Ramayya', ' Santhosh', ' Vijay Ram', ' Dinesh']	2010-01-29	2014-08-15	0	No	No	No
id_th39umjx9o_5yq_vufi67l9?p	Abhinay	Thulluvadho_Ilamai	Thulluvadho Ilamai	['Abhinay', ' Dhanush', ' Gangeshwari', ' Ramesh Khanna']	2002-05-10	2002-05-10	1	Yes	Yes	Yes
id_th39umjx9o_5yq_CLMuJkhoio	Abhinay	Palaivana_Solai	Palaivana Solai	['Chandrashekhar', ' Suhasini']	2009-11-07	NaT	0	No	No	No
id_th39umjx9o_5yq_cuMZRDTWKL	Abhinay	Virus	Virus	['Jamie Lee Curtis', ' William Baldwin', ' Donald Sutherland', ' Joanna Pacula']	2007	1999-01-15	0	No	No	No
id_G8mU2upV7Z_5yq_ZXN!elAQxp	Abhinaya actress	Naadodigal	Naadodigal	['M. Sasikumar', ' Vijay Vasanth', ' Bharani', ' Ananya']	2009-06-26	2009-06-26	1	No	Yes	No
id_G8mU2upV7Z_5yq_vl!D2QH!L1	Abhinaya actress	Vizhithiru	Vizhithiru	['Abhinaya', ' Sara Arjun', ' S.P.B. Charan', ' Prathik Devalla']	2017-11-17	NaT	0	No	Yes	No
id_G8mU2upV7Z_5yq_cFEMWfzB2s	Abhinaya actress	Adida_Melam	Adida Melam	['Abhinaya', ' V. Jayaprakash', ' Abhay Krishna', ' Scissor Manohar']	2016-03-25	2016-03-25	1	No	Yes	No
id_G8mU2upV7Z_5yq_faoFG3QAZl	Abhinaya actress	The_Reporter	The Reporter	"['Harry Guardino', ' Gary Merrill', "" George O'Hanlon""]"	2015-03-06	1964-09-25	0	No	No	No
id_G8mU2upV7Z_5yq_uKaIq3xxq!	Abhinaya actress	Genius	Genius	['Colin Firth', ' Jude Law', ' Nicole Kidman', ' Laura Linney']	2012-12-28	2016-06-10	0	No	No	No
id_G8mU2upV7Z_5yq_Zmjm?daGrn	Abhinaya actress	Thakka_Thakka	Thakka Thakka	['Abhinaya', ' Aruldoss', ' Leema Babu', ' Parvathi Nirban']	2015-08-28	2015-08-28	1	No	Yes	No
id_G8mU2upV7Z_5yq_ByL6ADEk6l	Abhinaya actress	1_by_Two	1 by Two	['Fahadh Faasil', ' Murali Gopy', ' Honey Rose', ' Shyamaprasad']	2014-04-19	2014-04-19	1	No	Yes	No
id_G8mU2upV7Z_5yq_ZhkEuxollW	Abhinaya actress	Easan	Easan	['Abhinaya', ' A.L. Alagappan', ' Aparna Bajpai', ' Blessy']	2010-12-17	2010-12-17	1	No	Yes	No
id_MjYcGuxpue_5yq_uKXXGQxRpv	Abhinayashree	Kariya	Kariya 2	['Santhosh Balaraj', ' Ajay Ghosh', ' Sadhu Kokila', ' Mayuri']	2003	2017-10-13	0	No	No	No
id_MjYcGuxpue_5yq_Q1VASZX0Iv	Abhinayashree	Hungama	Hungama	['Akshaye Khanna', ' Aftab Shivdasani', ' Rimi Sen', ' Paresh Rawal']	2005-04-28	2003-08-01	0	No	No	No
id_spIWEcmtbN_5yq_LE0zHsnhgH	Abhin Galeya	Cleanskin	Cleanskin	['Sean Bean', ' Charlotte Rampling', ' Abhin Galeya', ' Tom Burke']	2012-03-09	2012-09-11	0	Yes	Yes	Yes
id_zGtMPIrIvR_5yq_QgNHmGkzN6	Abhirami actress	Apothecary	Apothecary	['Suresh Gopi', ' Jayasurya', ' Abhirami', ' Asif Ali']	2014-08-07	2014-08-07	1	No	Yes	No
id_zGtMPIrIvR_5yq_3mJdetKYoJ	Abhirami actress	Charlie_Chaplin	The Charlie Chaplin Festival	['Charles Chaplin', ' Albert Austin', ' Lloyd Bacon', ' Henry Bergman']	2002-02-15	1941-04-01	0	No	No	No
id_zGtMPIrIvR_5yq_NREzVqBNjR	Abhirami actress	Ithu_Thaanda_Police	Ithu Thaanda Police	['Asif Ali', ' Janani Iyer', ' Abhirami', ' Sudheer Karamana']	2016-03-18	2016-03-18	1	No	Yes	No
id_zGtMPIrIvR_5yq_8Je6PMRUIM	Abhirami actress	Sradha	Sradha	['Mohanlal', ' Abhirami', ' Anu Anand', ' Devan']	2000-07-07	2000-07-07	1	No	Yes	No
id_zGtMPIrIvR_5yq_7pNus!YRR1	Abhirami actress	36_Vayadhinile	36 Vayadhinile	['Jyothika', ' Rahman', ' Abhirami', ' Amritha Anil']	2015-05-15	2015-05-15	1	No	Yes	No
id_zGtMPIrIvR_5yq_0LB7ozmNHU	Abhirami actress	Cheppave_Chirugali	Cheppave Chirugali	['Venu Thottempudi', ' Abhirami', ' Ashima Bhalla', ' Krishna Bhagavan']	2004-09-24	2004-09-24	1	No	Yes	No
id_zGtMPIrIvR_5yq_qe6Jq1gBuH	Abhirami actress	Vaanavil	Vaanavil Vaazhkai	['James Vasanthan']	2000-10-27	2015-03-12	0	No	No	No
id_zGtMPIrIvR_5yq_0b23Hg1vJA	Abhirami actress	Njangal_Santhushtaranu	Njangal Santhushtaranu	['Jayaram', ' Abhirami', ' Narendra Prasad', ' Oduvil Unnikrishnan']	1999-11-15	NaT	0	No	Yes	No
id_7K0tyOLSFg_5yq_cF08ZYbzO9	Abhishek Bachchan	Dum_Maaro_Dum	Dum Maaro Dum	['Abhishek Bachchan', ' Bipasha Basu', ' Rana Daggubati', ' Prateik']	2011-04-22	2011-04-22	1	Yes	Yes	Yes
id_7K0tyOLSFg_5yq_oj1iXZvOJN	Abhishek Bachchan	Delhi-6	Delhi-6	['Waheeda Rehman', ' Abhishek Bachchan', ' Sonam Kapoor', ' Rishi Kapoor']	2009-02-20	2009-02-20	1	Yes	Yes	Yes
id_7K0tyOLSFg_5yq_uwzE1Aj7fu	Abhishek Bachchan	Shararat	Shararat	['Abhishek Bachchan', ' Hrishitaa Bhatt', ' Amrish Puri', ' Mohnish Bahl']	2002-07-12	2002-07-12	1	Yes	Yes	Yes
id_7K0tyOLSFg_5yq_o?DFBAAFwc	Abhishek Bachchan	Refugee	Refugee	['Jackie Shroff', ' Sunil Shetty', ' Abhishek Bachchan', ' Kareena Kapoor Khan']	2000-06-30	2000-06-30	1	Yes	Yes	Yes
id_7K0tyOLSFg_5yq_rSmEC5qyv3	Abhishek Bachchan	Bol_Bachchan	Bol Bachchan	['Amitabh Bachchan', ' Ajay Devgn', ' Abhishek Bachchan', ' Prachi Desai']	2012-07-06	2012-07-06	1	Yes	Yes	Yes
id_7K0tyOLSFg_5yq_GlJVTgg?HX	Abhishek Bachchan	Mumbai_Se_Aaya_Mera_Dost	Mumbai Se Aaya Mera Dost	['Abhishek Bachchan', ' Lara Dutta', ' Chunky Pandey', ' Aditya Lakhia']	2003-08-22	2003-08-22	1	Yes	Yes	Yes
id_7K0tyOLSFg_5yq_nGcP2Yj1Qa	Abhishek Bachchan	Naach	Naach	['Antara Mali', ' Abhishek Bachchan', ' Riteish Deshmukh', ' Priya Badlani']	2004-11-12	2004-11-12	1	Yes	Yes	Yes
id_7K0tyOLSFg_5yq_UFfg5p!Cfi	Abhishek Bachchan	Run	Run	['Patrick Dempsey', ' Kelly Preston', ' Ken Pogue', ' A.C. Peterson']	2004-05-14	1991-02-01	0	No	No	No
id_7K0tyOLSFg_5yq_MTL54aiJRf	Abhishek Bachchan	Om_Jai_Jagadish	Om Jai Jagadish	['Waheeda Rehman', ' Anil Kapoor', ' Fardeen Khan', ' Abhishek Bachchan']	2002-07-19	2002-07-08	0	Yes	Yes	Yes
id_7K0tyOLSFg_5yq_Ac5b2mCbTX	Abhishek Bachchan	Bas_Itna_Sa_Khwaab_Hai	Bas Itna Sa Khwaab Hai...	['Rani Mukerji', ' Abhishek Bachchan', ' Sushmita Sen', ' Jackie Shroff']	2001-07-06	2001-07-06	1	Yes	Yes	Yes
id_7K0tyOLSFg_5yq_JXK7!B7TW6	Abhishek Bachchan	Guru	Guru	['Mithun Chakraborty', ' Abhishek Bachchan', ' Aishwarya Rai Bachchan', ' Madhavan']	2007-01-12	2007-01-12	1	Yes	Yes	Yes
id_7K0tyOLSFg_5yq_2SomhTf9MW	Abhishek Bachchan	Khelein_Hum_Jee_Jaan_Sey	Khelein Hum Jee Jaan Sey	['Abhishek Bachchan', ' Deepika Padukone', ' Sikander Kher', ' Maninder Singh']	2010-12-03	2010-12-03	1	Yes	Yes	Yes
id_7K0tyOLSFg_5yq_NWhe7Bq9f8	Abhishek Bachchan	Dhoom_2	Dhoom 2	['Hrithik Roshan', ' Abhishek Bachchan', ' Aishwarya Rai Bachchan', ' Uday Chopra']	2006-11-24	2006-11-24	1	Yes	Yes	Yes
id_7K0tyOLSFg_5yq_AYJhrjtFtq	Abhishek Bachchan	Sarkar	Sarkar	['Amitabh Bachchan', ' Abhishek Bachchan', ' Kay Kay Menon', ' Supriya Pathak']	2005-07-01	2005-07-01	1	Yes	Yes	Yes
id_7K0tyOLSFg_5yq_NWg!7Bq98l	Abhishek Bachchan	Dhoom_3	Dhoom 3	['Aamir Khan', ' Abhishek Bachchan', ' Katrina Kaif', ' Uday Chopra']	2013-12-20	2013-12-20	1	Yes	Yes	Yes
id_7K0tyOLSFg_5yq_wy4uVy45va	Abhishek Bachchan	Game	Game of Thrones	['Peter Dinklage', ' Lena Headey', ' Emilia Clarke', ' Kit Harington']	2011-04-01	2011-04-17	0	No	Yes	No
id_7K0tyOLSFg_5yq_KIr7pqQqCc	Abhishek Bachchan	All_Is_Well	All Is Well	['Rishi Kapoor', ' Abhishek Bachchan', ' Asin', ' Supriya Pathak']	2015-08-21	2015-08-21	1	Yes	Yes	Yes
id_7K0tyOLSFg_5yq_FvBE7npeeP	Abhishek Bachchan	Umrao_Jaan	Umrao Jaan	['Aishwarya Rai Bachchan', ' Shabana Azmi', ' Sunil Shetty', ' Abhishek Bachchan']	2006-11-03	2006-11-03	1	Yes	Yes	Yes
id_7K0tyOLSFg_5yq_NHiRmD1Rep	Abhishek Bachchan	Dhoom	Dhoom 3	['Aamir Khan', ' Abhishek Bachchan', ' Katrina Kaif', ' Uday Chopra']	2004-08-27	2013-12-20	0	Yes	No	No
id_7K0tyOLSFg_5yq_ALh4uZxkvd	Abhishek Bachchan	Sarkar_Raj	Sarkar Raj	['Amitabh Bachchan', ' Abhishek Bachchan', ' Aishwarya Rai Bachchan', ' Ravi Kale']	2008-06-06	2008-06-06	1	Yes	Yes	Yes
id_7K0tyOLSFg_5yq_HoIaR74nQ7	Abhishek Bachchan	Tera_Jadoo_Chal_Gayaa	Tera Jadoo Chal Gayaa	['Abhishek Bachchan', ' Kirti Reddy', ' Sanjay Suri', ' Kader Khan']	2000-08-18	2000-08-18	1	Yes	Yes	Yes
id_7K0tyOLSFg_5yq_b627GQqo51	Abhishek Bachchan	Kabhi_Alvida_Naa_Kehna	Kabhi Alvida Naa Kehna	['Amitabh Bachchan', ' Shah Rukh Khan', ' Abhishek Bachchan', ' Rani Mukerji']	2006-08-11	2006-08-11	1	Yes	Yes	Yes
id_7K0tyOLSFg_5yq_I5WfqbwMyS	Abhishek Bachchan	Kuch_Naa_Kaho	Kuch Naa Kaho	['Aishwarya Rai Bachchan', ' Abhishek Bachchan', ' Satish Shah', ' Suhasini Mulay']	2003-09-05	2003-08-26	0	Yes	Yes	Yes
id_7K0tyOLSFg_5yq_mp!Wfr!7e0	Abhishek Bachchan	Desh	Desh	['Jaya Bhaduri', ' Sabyasachi Chakraborty', ' Subhendu Chatterjee', ' Gyanesh Mukherjee']	2002	NaT	0	No	Yes	No
id_7K0tyOLSFg_5yq_oPyu5PXb4O	Abhishek Bachchan	LOC_Kargil	LOC: Kargil	['Sanjay Dutt', ' Ajay Devgn', ' Saif Ali Khan', ' Sunil Shetty']	2003-12-25	2003-12-12	0	No	Yes	No
id_7K0tyOLSFg_5yq_SZoTmzAD4A	Abhishek Bachchan	Haan_Maine_Bhi_Pyaar_Kiya	Haan Maine Bhi Pyaar Kiya	['Akshay Kumar', ' Karisma Kapoor', ' Abhishek Bachchan', ' Kader Khan']	2002-02-15	2002-02-15	1	Yes	Yes	Yes
id_7K0tyOLSFg_5yq_Tl5Swdkmiy	Abhishek Bachchan	Antarmahal	Antarmahal: Views of the Inner Chamber	['Jackie Shroff', ' Abhishek Bachchan', ' Rupa Ganguly', ' Soha Ali Khan']	2005-10-28	2005-10-28	1	Yes	Yes	Yes
id_7K0tyOLSFg_5yq_rVTJv5YPBm	Abhishek Bachchan	Main_Prem_Ki_Diwani_Hoon	Main Prem Ki Diwani Hoon	['Hrithik Roshan', ' Kareena Kapoor Khan', ' Abhishek Bachchan', ' Johnny Lever']	2003-06-26	2003-06-27	0	Yes	Yes	Yes
id_7K0tyOLSFg_5yq_gsbd9jYrb3	Abhishek Bachchan	Zameen	Zameen	['Ajay Devgn', ' Abhishek Bachchan', ' Bipasha Basu', ' Mukesh Tiwari']	2003-09-26	2003-09-26	1	Yes	Yes	Yes
id_7K0tyOLSFg_5yq_ZTy9ESfsPT	Abhishek Bachchan	Laaga_Chunari_Mein_Daag	Laaga Chunari Mein Daag: Journey of a Woman	['Rani Mukerji', ' Jaya Bhaduri', ' Konkona Sen Sharma', ' Kunal Kapoor']	2007-10-12	2007-10-12	1	No	Yes	No
id_7K0tyOLSFg_5yq_LMK7dazlv6	Abhishek Bachchan	Yuva	Yuva	['Ajay Devgn', ' Abhishek Bachchan', ' Rani Mukerji', ' Vivek Oberoi']	2004-05-21	2004-05-22	0	Yes	Yes	Yes
id_7K0tyOLSFg_5yq_joXIyIPZFT	Abhishek Bachchan	Bluffmaster!	Bluffmaster!	['Abhishek Bachchan', ' Priyanka Chopra', ' Riteish Deshmukh', ' Nana Patekar']	2005-12-16	2005-12-16	1	Yes	Yes	Yes
id_7K0tyOLSFg_5yq_3SdYqo?GGN	Abhishek Bachchan	Jhoom_Barabar_Jhoom	Jhoom Barabar Jhoom	['Abhishek Bachchan', ' Preity Zinta', ' Bobby Deol', ' Lara Dutta']	2007-06-15	2007-06-15	1	Yes	Yes	Yes
id_7K0tyOLSFg_5yq_17AWiddwUB	Abhishek Bachchan	Drona	The Legend of Drona	['Jayshree Arora', ' Veer Arya', ' Abhishek Bachchan', ' Jaya Bhaduri']	2008-10-02	2008-10-02	1	Yes	Yes	Yes
id_7K0tyOLSFg_5yq_Q7eKl0Zo6I	Abhishek Bachchan	Dus	Dus	['Sanjay Dutt', ' Sunil Shetty', ' Abhishek Bachchan', ' Zayed Khan']	2005-07-08	2005-07-08	1	Yes	Yes	Yes
id_7K0tyOLSFg_5yq_PGPWGXqLiz	Abhishek Bachchan	Housefull_3	Housefull 3	['Akshay Kumar', ' Abhishek Bachchan', ' Riteish Deshmukh', ' Jackie Shroff']	2016-06-03	2016-06-03	1	Yes	Yes	Yes
id_7K0tyOLSFg_5yq_OIVn5zl5di	Abhishek Bachchan	Raavan	Raavan	['Abhishek Bachchan', ' Aishwarya Rai Bachchan', ' Govinda', ' Vikram']	2010-06-18	2010-06-18	1	Yes	Yes	Yes
id_7K0tyOLSFg_5yq_1!rngim27E	Abhishek Bachchan	Bunty_Aur_Babli	Bunty Aur Babli	['Abhishek Bachchan', ' Rani Mukerji', ' Amitabh Bachchan', ' Kiran Juneja']	2005-05-27	2005-05-27	1	Yes	Yes	Yes
id_7K0tyOLSFg_5yq_aMjjiNEJdF	Abhishek Bachchan	Dostana	Dostana	['Abhishek Bachchan', ' John Abraham', ' Priyanka Chopra', ' Kiron Kher']	2008-11-14	2008-11-14	1	Yes	Yes	Yes
id_7K0tyOLSFg_5yq_5UkX!CWBpw	Abhishek Bachchan	Phir_Milenge	Phir Milenge	['Salman Khan', ' Abhishek Bachchan', ' Shilpa Shetty', ' Mita Vasisht']	2004-08-27	2004-08-13	0	Yes	Yes	Yes
id_7K0tyOLSFg_5yq_LZcYXXTxKs	Abhishek Bachchan	Happy_New_Year	Happy New Year	['Shah Rukh Khan', ' Deepika Padukone', ' Anurag Kashyap', ' Abhishek Bachchan']	2014-10-23	2014-10-24	0	Yes	Yes	Yes
id_i04ojYn3eL_5yq_zBss7frJTx	Abhishek Chatterjee	Misti_Cheler_Dustu_Buddhi	Misti Cheler Dustu Buddhi	['Abhishek Chatterjee', ' Hiran Chatterjee', ' Anjana Das', ' Prasun Gayen']	2013-01-04	2013-01-04	1	Yes	Yes	Yes
id_i04ojYn3eL_5yq_YFjnrW!jK9	Abhishek Chatterjee	Swapno	Swapno	['Prasenjit Chatterjee', ' Sayantani Ghosh', ' Jishu Sengupta', ' Abhishek Chatterjee']	2005	NaT	0	Yes	Yes	Yes
id_i04ojYn3eL_5yq_WGnt5Ge0?E	Abhishek Chatterjee	Kartavya	Kartavya	['Sanjay Kapoor', ' Juhi Chawla', ' Moushumi Chatterjee', ' Aruna Irani']	2003	NaT	0	No	No	No
id_i04ojYn3eL_5yq_!8ZeGtQE7p	Abhishek Chatterjee	Dahan	Dahan	['Shakuntala Barua', ' Chandni', ' Abhishek Chatterjee', ' Subhendu Chatterjee']	1997	1998-02-17	0	Yes	No	No
id_i04ojYn3eL_5yq_?b85u3x94q	Abhishek Chatterjee	Chena_Achena	Chena Achena	['Biplab Chatterjee', ' Soumitra Chatterjee', ' Nandini Maliya', ' Amol Palekar']	1999	1983-01-01	0	No	No	No
id_i04ojYn3eL_5yq_kzUO3JDnC?	Abhishek Chatterjee	Pathbhola	Pathbhola	['Haradhan Bannerjee', ' Abhishek Chatterjee', ' Prasenjit Chatterjee', ' Nayana Das']	1986	NaT	0	Yes	Yes	Yes
id_i04ojYn3eL_5yq_irCyEF?WJH	Abhishek Chatterjee	Inquilaab	Inquilaab	['Amitabh Bachchan', ' C.S. Dubey', ' Utpal Dutt', ' Iftekhar']	2002	1984-01-27	0	No	No	No
id_i04ojYn3eL_5yq_LUJICvBq1Z	Abhishek Chatterjee	Nishpap_Asami	Nishpap Asami	['Abhishek Chatterjee', ' Chiranjit', ' Chanchal Dutta', ' Indrani Dutta']	1997	NaT	0	Yes	Yes	Yes
id_i04ojYn3eL_5yq_1SzG21TOkI	Abhishek Chatterjee	Lathi	Lathi	['Kaushik Banerjee', ' Victor Banerjee', ' Haradhan Bannerjee', ' Sabyasachi Chakraborty']	1996	NaT	0	No	Yes	No
id_i04ojYn3eL_5yq_PJ2qxuiefL	Abhishek Chatterjee	Rajmohol	Rajmohol	['Rachana Banerjee', ' Abhishek Chatterjee', ' Biplab Chatterjee', ' Prasenjit Chatterjee']	2005	NaT	0	Yes	Yes	Yes
id_i04ojYn3eL_5yq_TXRvuQNjKv	Abhishek Chatterjee	Chaowa_Pawa	Chaowa-Pawa	['Suchitra Sen', ' Uttam Kumar', ' Sudhir Basu', ' Panchanan Bhattacharya']	2009-01-30	NaT	0	No	No	No
id_i04ojYn3eL_5yq_ii4OIrbNp1	Abhishek Chatterjee	Putra_Badhu	Putra Badhu	['Arun Bandyopadhyay', ' Mitali Chakraborty', ' Shankar Chakraborty', ' Abhishek Chatterjee']	1998	NaT	0	Yes	Yes	Yes
id_i04ojYn3eL_5yq_qsgQ2d7Cj3	Abhishek Chatterjee	Alo	Alo	['Rituparna Sengupta', ' Kunal Mitra', ' Abanti Mohan Bandyopadhyay', ' Sraboni Banik']	2003-11-28	2003-11-28	1	No	Yes	No
id_i04ojYn3eL_5yq_IdbtW15MVG	Abhishek Chatterjee	Madhur_Milan	Madhur Milan	['Prasenjit Chatterjee', ' Rituparna Sengupta', ' Abhishek Chatterjee', ' Biplab Chatterjee']	2000	NaT	0	Yes	Yes	Yes
id_i04ojYn3eL_5yq_XFt2?VsCXF	Abhishek Chatterjee	Apon_Holo_Por	Apon Holo Por	['Shakuntala Barua', ' Abhishek Chatterjee', ' Biplab Chatterjee', ' Prasenjit Chatterjee']	2000	NaT	0	Yes	Yes	Yes
id_i04ojYn3eL_5yq_6mJOOlW!sd	Abhishek Chatterjee	Coolie	Coolie	['Amitabh Bachchan', ' Waheeda Rehman', ' Rishi Kapoor', ' Rati Agnihotri']	2004	1983-12-02	0	No	No	No
id_i04ojYn3eL_5yq_oKP0U?t?Hq	Abhishek Chatterjee	Adarer_Bon	Adarer Bon	['Abhishek Chatterjee', ' Bhaskar Chatterjee', ' Biplab Chatterjee', ' Prasenjit Chatterjee']	1997	NaT	0	Yes	Yes	Yes
id_oWA4jRAghP_5yq_OFJaJElomQ	Abhishek Shankar	Pathinaaru	Pathinaaru	['Abhishek', ' Kasthuri', ' Kishore Kumar', ' Velu Prabhakaran']	2011-01-28	2011-01-28	1	No	Yes	No
id_3Ao9U7Fopx_5yq_l4oQTDQTHm	Abid Ali actor	Roti	Roti	['Rajesh Khanna', ' Mumtaz', ' Nirupa Roy', ' Sujit Kumar']	1988-12-09	1974-10-11	0	No	No	No
id_3Ao9U7Fopx_5yq_gxp4483Oh7	Abid Ali actor	Sarfarosh	Sarfarosh	['Naseeruddin Shah', ' Aamir Khan', ' Sonali Bendre', ' Mukesh Rishi']	1989-02-24	1999-04-30	0	No	No	No
id_3Ao9U7Fopx_5yq_OBNN9Rh2sO	Abid Ali actor	Cobra	Cobra	['Sylvester Stallone', ' Brigitte Nielsen', ' Reni Santoni', ' Andrew Robinson']	1991-08-09	1986-05-23	0	No	No	No
id_3Ao9U7Fopx_5yq_B0wSh4z2rb	Abid Ali actor	Moosa_Khan	Moosa Khan	['Shaan Shahid', ' Saima', ' Shafqat Cheema', ' Afzal Khan']	2001-12-17	2001-12-17	1	No	Yes	No
id_aoumTvHNxN_5yq_AY2VEj5Xbe	Abid Kashmiri	Sholay	Sholay	['Sanjeev Kumar', ' Dharmendra', ' Amitabh Bachchan', ' Amjad Khan']	1984-05-11	1975-08-15	0	No	No	No
id_aoumTvHNxN_5yq_QuS3MFmKcY	Abid Kashmiri	Charda_Suraj	Charda Suraj	['Charanjeet Chal', ' Ajay Deol', ' Kanwaljeet Dhillon', ' Suman Dutta']	1982-07-22	NaT	0	No	No	No
id_pweQZERxqw_5yq_RTPS5Lf8MO	Abigail actress	Breaking_Loose	Breaking Loose: Summer City II	['Peter Phelps', ' Vince Martin', ' Abigail', ' David Ngoombujarra']	1988	1988-11-17	0	No	Yes	No
id_pweQZERxqw_5yq_eQUMnu6Djl	Abigail actress	The_Final_Stage	Liar Game: The Final Stage	['Erika Toda', ' Shôta Matsuda', ' Kazuma Suzuki', ' Megumi Seki']	1995	2010-03-06	0	No	No	No
id_pweQZERxqw_5yq_W1Rfo115op	Abigail actress	Murcheson_Creek	Murcheson Creek	['Abigail', ' Philippa Baker', ' Mark Edwards', ' Cornelia Frances']	1976-10-01	NaT	0	No	Yes	No
