yagoID	actorName	yagoTitle	imdbTitle	imdbActors	yagoDate	imdbDate	matchDate	matchActor	matchYear	matchBoth
id_mANd41LfuZ_5yq_OM6SZDo1X5	Agha actor	Sabse_Bada_Rupaiya	Sabse Bada Rupaiya	['Mehmood', ' Vinod Mehra', ' Moushumi Chatterjee', ' Farida Jalal']	1955	1976-03-31	0	No	No	No
id_mANd41LfuZ_5yq_Q5YruZuaR3	Agha actor	Bade_Sarkar	Bade Sarkar	['Agha', ' Gope', ' Kamini Kaushal', ' Durga Khote']	1957	NaT	0	No	Yes	No
id_mANd41LfuZ_5yq_0!kq9vdvl!	Agha actor	Pandit_Aur_Pathan	Pandit Aur Pathan	['Agha', ' Rajan Haksar', ' Helen', ' Nasir Hussain']	1977	1977-12-02	0	No	Yes	No
id_mANd41LfuZ_5yq_FHQpIZab8i	Agha actor	Dil-e-Nadaan	Dil-E-Nadaan	['Rajesh Khanna', ' Jaya Prada', ' Shatrughan Sinha', ' Smita Patil']	1982	1982-06-04	0	No	Yes	No
id_mANd41LfuZ_5yq_x!0r4UxRbB	Agha actor	Nazrana	Nazrana	['Rajesh Khanna', ' Sridevi', ' Priti Sapru Walia', ' Gita Siddharth']	1961	1987-01-27	0	No	No	No
id_mANd41LfuZ_5yq_!2LAR4YTpn	Agha actor	Chalis_Karod	Chalis Karod	['Yakub']	1946	NaT	0	No	Yes	No
id_MiXes2oWbX_5yq_fmq!dtswbj	Ági Mészáros	Mickey_Magnate	Mickey Magnate	['Miklós Gábor', ' Ági Mészáros', ' Marika Németh', ' János Sárdy']	1949-01-10	1949-01-10	1	Yes	Yes	Yes
id_MiXes2oWbX_5yq_L3qUHfS9!o	Ági Mészáros	Kiskrajcár	Kiskrajcár	['Ági Mészáros', ' Ádám Szirtes', ' Erzsi Pápai', ' Imre Soós']	1953	1953-12-24	0	Yes	Yes	Yes
id_MiXes2oWbX_5yq_WW9riJiT1k	Ági Mészáros	Treasured_Earth	Treasured Earth	['Ági Mészáros', ' Ádám Szirtes', ' Viola Orbán', ' Ferike Vidor']	1948-12-23	1950-12-13	0	Yes	Yes	Yes
id_yBqA69!Ftz_5yq_gc0Y2vYLvx	Agim Qirjaqi	Kolonel_Bunker	Kolonel Bunker	['Agim Qirjaqi', ' Anna Nehrebecka', ' Qun Lajçi', ' Gulielm Radoja']	1996	1999-10-06	0	Yes	No	No
id_reHTRvSzst_5yq_VOcRe2fAek	Aglaja Schmid	Franz_Schubert	The Temptation of Franz Schubert	['Simon Russell Beale', ' Jason Flemyng', ' Emilia Fox', ' Richard Van Allan']	1953	1997-12-28	0	No	No	No
id_reHTRvSzst_5yq_32NGPtEfmq	Aglaja Schmid	Daughter_of_the_Regiment	The Daughter of the Regiment	['Joan Sutherland', ' Anson Austin', ' Heather Begg', ' Gregory Yurisich']	1953-09	NaT	0	No	No	No
id_sBM3tSFEvj_5yq_nK9bpVpu?R	Agnes Ayres	A_Daughter_of_Luxury	A Daughter of Luxury	['Agnes Ayres', ' Tom Gallery', ' Edith Yorke', ' Howard Ralston']	1922-12-04	1922-12-04	1	Yes	Yes	Yes
id_sBM3tSFEvj_5yq_?bc6Gg!?qm	Agnes Ayres	The_Guilty_One	The Guilty One	['Turgut Özatay', ' Sükran Sabuncu', ' Osman Alyanak', ' Baki Tamer']	1924-06-08	NaT	0	No	No	No
id_sBM3tSFEvj_5yq_M7tE6yrkIh	Agnes Ayres	Too_Much_Speed	Too Much Speed	['Wallace Reid', ' Agnes Ayres', ' Theodore Roberts', ' Jack Richardson']	1921-06-05	1921-06-05	1	Yes	Yes	Yes
id_sBM3tSFEvj_5yq_HnN3WETO0L	Agnes Ayres	The_Story_Without_a_Name	The Story Without a Name	['Agnes Ayres', ' Antonio Moreno', ' Tyrone Power Sr.', ' Louis Wolheim']	1924-10-27	1924-10-27	1	Yes	Yes	Yes
id_sBM3tSFEvj_5yq_gM4LznwX0F	Agnes Ayres	The_Love_Special	The Love Special	['Wallace Reid', ' Agnes Ayres', ' Theodore Roberts', ' Lloyd Whitlock']	1921-03-20	1921-03-20	1	Yes	Yes	Yes
id_sBM3tSFEvj_5yq_e1rb0FhnwP	Agnes Ayres	The_Sheik	The Sheik	['Rudolph Valentino', ' Agnes Ayres', ' Ruth Miller', ' George Waggner']	1921-10-20	1921-11-20	0	Yes	Yes	Yes
id_sBM3tSFEvj_5yq_W4oXIAYixU	Agnes Ayres	Don't_Call_It_Love	Don't Call It Love	['Agnes Ayres', ' Jack Holt', ' Nita Naldi', ' Theodore Kosloff']	1923-12-24	1924-01-06	0	Yes	Yes	Yes
id_sBM3tSFEvj_5yq_68k9V3tAUU	Agnes Ayres	Cappy_Ricks	Affairs of Cappy Ricks	['Walter Brennan', ' Mary Brian', ' Lyle Talbot', ' Frank Shields']	1921-08-21	1937-05-24	0	No	No	No
id_sBM3tSFEvj_5yq_BwcntxoFvQ	Agnes Ayres	The_Marriage_Maker	The Marriage Maker	['Agnes Ayres', ' Jack Holt', ' Charles de Rochefort', ' Robert Agnew']	1923-09-23	1923-09-30	0	Yes	Yes	Yes
id_sBM3tSFEvj_5yq_Enjk7GYqWr	Agnes Ayres	Her_Market_Value	Her Market Value	['Agnes Ayres', ' George Irving', ' Anders Randolf', ' Hedda Hopper']	1925-02-09	1925-02-09	1	Yes	Yes	Yes
id_sBM3tSFEvj_5yq_TWgL6KxJyL	Agnes Ayres	The_Lane_That_Had_No_Turning	The Lane That Had No Turning	['Agnes Ayres', ' Theodore Kosloff', ' Mahlon Hamilton', ' Wilton Taylor']	1922-01-15	1922-01-08	0	Yes	Yes	Yes
id_sBM3tSFEvj_5yq_JqYoBNgRhL	Agnes Ayres	Held_by_the_Enemy	Held by the Enemy	['Agnes Ayres', ' Wanda Hawley', ' Josephine Crowell', ' Lillian Leighton']	1920-10-24	1920-10-24	1	Yes	Yes	Yes
id_sBM3tSFEvj_5yq_JR4HQHzDpK	Agnes Ayres	Forbidden_Fruit	Forbidden Fruit	['Marjut Maristo', ' Amanda Pilke', ' Malla Malmivaara', ' Joel Mäkinen']	1921-01-23	2009-02-13	0	No	No	No
id_sBM3tSFEvj_5yq_eULzley7bj	Agnes Ayres	The_Purple_Dress	The Purple Dress	['Evart Overton', ' Agnes Ayres', ' Adele DeGarde', ' Bernard Siegel']	1918	1918-05-01	0	Yes	Yes	Yes
id_sBM3tSFEvj_5yq_UqCPtB4eu7	Agnes Ayres	The_Awful_Truth	The Awful Truth	"['Irene Dunne', ' Cary Grant', ' Ralph Bellamy', "" Alexander D'Arcy""]"	1925-04-06	1937-10-21	0	No	No	No
id_sBM3tSFEvj_5yq_G2wUSOzoLH	Agnes Ayres	The_Ordeal	The Ordeal of Dr. Mudd	['Dennis Weaver', ' Susan Sullivan', ' Richard Dysart', ' Michael McGuire']	1922-05-21	1980-03-25	0	No	No	No
id_sBM3tSFEvj_5yq_LaHSUzaKDR	Agnes Ayres	Clarence	Clarence	['Katie Crown', ' Tom Kenny', ' Sean Giambrone', ' Spencer Rothbell']	1922-10-15	2013-05-21	0	No	No	No
id_sBM3tSFEvj_5yq_xUIvrZVRH!	Agnes Ayres	Tomorrow's_Love	Tomorrow's Love	['Natalie Moon', ' Bradley Stryker']	1925-01-05	2010-06-01	0	No	No	No
id_sBM3tSFEvj_5yq_ZUDCWyODvf	Agnes Ayres	The_Heart_Raider	The Heart Raider	['Agnes Ayres', ' Mahlon Hamilton', ' Charles Ruggles', ' Marie Burke']	1923-06-10	1923-06-10	1	Yes	Yes	Yes
id_sBM3tSFEvj_5yq_JJJQFUpK7D	Agnes Ayres	Borderland	Borderland	['Brian Presley', ' Rider Strong', ' Jake Muxworthy', ' Beto Cuevas']	1922-07-30	2009-04-09	0	No	No	No
id_sBM3tSFEvj_5yq_CWK5ih6Pu!	Agnes Ayres	Bluff	Bluff	['Federico Lorusso', ' Víctor Mallarino', ' Catalina Aristizábal', ' Luis Eduardo Arango']	1924-05-12	2007-03-23	0	No	No	No
id_sBM3tSFEvj_5yq_Gel364rsPg	Agnes Ayres	Racing_Hearts	Racing Hearts	['Charlotte De Bruyne']	1923-07-15	NaT	0	No	No	No
id_qp8aHrbiwK_5yq_IO1W34C8GN	Agnes Bruckner	Dreamland	Dreamland	['Agnes Bruckner', ' Kelli Garner', ' Justin Long', ' John Corbett']	2006-12-19	2007-08-01	0	Yes	Yes	Yes
id_qp8aHrbiwK_5yq_6X6tkq9OC7	Agnes Bruckner	Stateside	Stateside	['Rachael Leigh Cook', ' Jonathan Tucker', ' Agnes Bruckner', ' Val Kilmer']	2004-05-21	2004-02-27	0	Yes	Yes	Yes
id_qp8aHrbiwK_5yq_00EzuTEweu	Agnes Bruckner	The_Craigslist_Killer	The Craigslist Killer	['Jake McDorman', ' Agnes Bruckner', ' Joshua Close', ' Julia Campbell']	2011-01-03	2011-01-03	1	Yes	Yes	Yes
id_qp8aHrbiwK_5yq_ntzVQ9YFgQ	Agnes Bruckner	Kill_Theory	Kill Theory	['Don McManus', ' Ryanne Duzich', ' Teddy Dunn', ' Daniel Franzese']	2009-01-08	2009-01-08	1	No	Yes	No
id_qp8aHrbiwK_5yq_HQFlaIJm0k	Agnes Bruckner	Blue_Car	Blue Car	['David Strathairn', ' Agnes Bruckner', ' Margaret Colin', ' Frances Fisher']	2002-01-11	2003-05-02	0	Yes	Yes	Yes
id_qp8aHrbiwK_5yq_t0yME36npp	Agnes Bruckner	The_Pact	The_Pact	['Lisa Brave', ' Andrew Durliat', ' Ellah Durliat', ' Roger James']	2012-06-06	2014-10-15	0	No	No	No
id_qp8aHrbiwK_5yq_uEqwQRbzEn	Agnes Bruckner	Venom	Venom	['Tom Hardy', ' Michelle Williams', ' Riz Ahmed', ' Scott Haze']	2005-09-16	2018-10-05	0	No	No	No
id_qp8aHrbiwK_5yq_TsIVaZb4TY	Agnes Bruckner	Home_Room	Home Room	['Busy Philipps', ' Erika Christensen', ' Victor Garber', ' Raphael Sbarge']	2002-04-12	2002-04-12	1	No	Yes	No
id_qp8aHrbiwK_5yq_?UcUXtl?A?	Agnes Bruckner	The_Woods	The Cabin in the Woods	['Kristen Connolly', ' Chris Hemsworth', ' Anna Hutchison', ' Fran Kranz']	2006-04-24	2012-04-13	0	No	No	No
id_qp8aHrbiwK_5yq_1v22rUrj7b	Agnes Bruckner	The_Citizen	The Citizen	['Khaled Nabawy', ' Agnes Bruckner', ' Rizwan Manji', ' William Atherton']	2012-09-20	2013-09-27	0	Yes	Yes	Yes
id_bp45nlCR?4_5yq_cqrUnTsQ0D	Agnes Chan	Young_People	Young People	['Shirley Temple', ' Jack Oakie', ' Charlotte Greenwood', ' Arleen Whelan']	1972-07-07	1940-08-30	0	No	No	No
id_3M?lOirutQ_5yq_srhfB2oO0n	Agnese Nano	Cinema_Paradiso	Cinema Paradiso	['Antonella Attili', ' Enzo Cannavale', ' Isa Danieli', ' Leo Gullotta']	1988-11-17	1990-02-23	0	No	Yes	No
id_2CTnqzPsGU_5yq_7RVw6?JKEH	Ágnes Esterházy	Wrath_of_the_Seas	Wrath of the Seas	['Bernhard Goetzke', ' Agnes Esterhazy', ' Nils Asther', ' Hans Albers']	1926-12	1928-09-03	0	No	Yes	No
id_2CTnqzPsGU_5yq_s8PLWlPRKq	Ágnes Esterházy	Escape_from_Hell	Escape from Hell	['Anthony Steffen', ' Ajita Wilson', ' Cristina Lay', ' Cintia Lodetti']	1928-04-23	1980-03-27	0	No	No	No
id_2CTnqzPsGU_5yq_QOjiqx!Y?M	Ágnes Esterházy	Joyless_Street	The Joyless Street	['Asta Nielsen', ' Greta Garbo', ' Ágnes Eszterházy', ' Werner Krauss']	1925-05-18	1927-07-05	0	No	Yes	No
id_2CTnqzPsGU_5yq_grJK87aUB4	Ágnes Esterházy	The_Wooing_of_Eve	The Wooing of Eve	['Ossi Oswalda', ' Willy Fritsch', ' Agnes Esterhazy', ' Lydia Potechina']	1926-04-16	1926-10-31	0	No	Yes	No
id_2CTnqzPsGU_5yq_rlQYkXfZ?W	Ágnes Esterházy	Two_People	Two People	['Peter Fonda', ' Lindsay Wagner', ' Estelle Parsons', ' Alan Fudge']	1924-01-09	1973-03-18	0	No	No	No
id_2CTnqzPsGU_5yq_9nzS7!TJwD	Ágnes Esterházy	Nanon	Nanon	['Erna Sack', ' Johannes Heesters', ' Dagny Servaes', ' Kurt Meisel']	1924	1938-11-25	0	No	No	No
id_2CTnqzPsGU_5yq_2Q2!lSRC39	Ágnes Esterházy	The_Beggar_Student	The Beggar Student	['Gerhard Riedmann', ' Waltraut Haas', ' Elma Karlowa', ' Gunther Philipp']	1927-12-02	1956-12-28	0	No	No	No
id_2CTnqzPsGU_5yq_RClYcvjuht	Ágnes Esterházy	The_Student_of_Prague	The Student of Prague	['Paul Wegener', ' Grete Berger', ' Lyda Salmonova', ' John Gottowt']	1926-10-25	1913-09-01	0	No	No	No
id_EILyYOwzyU_5yq_KixZR?hbFF	Agnès Jaoui	The_Taste_of_Others	The Taste of Others	['Anne Alvaro', ' Jean-Pierre Bacri', ' Alain Chabat', ' Agnès Jaoui']	2000-03-01	2000-03-01	1	Yes	Yes	Yes
id_EILyYOwzyU_5yq_Ow1rwjqovk	Agnès Jaoui	Nina's_House	Nina's House	['Agnès Jaoui', ' Sarah Adler', ' Katia Lewkowicz', ' Arié Elmaleh']	2005-10-12	2005-10-12	1	Yes	Yes	Yes
id_EILyYOwzyU_5yq_K1T1hyFrlm	Agnès Jaoui	The_Sweet_Escape	The Sweet Escape	['Bruno Podalydès', ' Sandrine Kiberlain', ' Agnès Jaoui', ' Vimala Pons']	2015-06-10	2015-06-10	1	Yes	Yes	Yes
id_EILyYOwzyU_5yq_FukbaV8d99	Agnès Jaoui	Let's_Talk_About_the_Rain	Let's Talk About the Rain	['Agnès Jaoui', ' Jean-Pierre Bacri', ' Jamel Debbouze', ' Pascale Arbillot']	2008-09-17	2010-06-18	0	Yes	Yes	Yes
id_EILyYOwzyU_5yq_F1UpdMzo1q	Agnès Jaoui	Look_at_Me	Look at Me	['Marilou Berry', ' Agnès Jaoui', ' Jean-Pierre Bacri', ' Laurent Grévill']	2004-05-16	2005-05-20	0	Yes	Yes	Yes
id_EILyYOwzyU_5yq_PyinknDxzK	Agnès Jaoui	The_Role_of_Her_Life	The Role of Her Life	['Agnès Jaoui', ' Karin Viard', ' Jonathan Zaccaï', ' Marcial Di Fonzo Bo']	2004-10-22	2004-06-16	0	Yes	Yes	Yes
id_EILyYOwzyU_5yq_5U6xKzbHGv	Agnès Jaoui	I'm_All_Yours	I'm All Yours	['Vimala Pons', ' Mehdi Djaadi', ' Agnès Jaoui', ' Ramzy Bedia']	2015-08-28	2015-09-30	0	Yes	Yes	Yes
id_EILyYOwzyU_5yq_?JxyZNK5aq	Agnès Jaoui	Same_Old_Song	Same Old Song	['Pierre Arditi', ' Sabine Azéma', ' Jean-Pierre Bacri', ' André Dussollier']	1997-11-12	1997-11-12	1	No	Yes	No
id_EILyYOwzyU_5yq_ebyPHb9NeT	Agnès Jaoui	Le_cousin	Le cousin	['Patrick Timsit', ' Alain Chabat', ' Samuel Le Bihan', ' Caroline Proust']	1997-12-10	1997-12-10	1	No	Yes	No
id_10UFjL7Yz4_5yq_qJ6fozCszX	Agnes Kittelsen	Kon-Tiki	Kon-Tiki	['Pål Sverre Hagen', ' Anders Baasmo Christiansen', ' Tobias Santelmann', ' Gustaf Skarsgård']	2012-08-24	2013-04-26	0	No	Yes	No
id_10UFjL7Yz4_5yq_EyRoHrl84u	Agnes Kittelsen	Happy,_Happy	Happy, Happy	['Agnes Kittelsen', ' Joachim Rafaelsen', ' Maibritt Saerens', ' Henrik Rafaelsen']	2010-10-01	2011-09-16	0	Yes	Yes	Yes
id_w4UAzMdeKv_5yq_PL!9XdhZov	Agnès Laurent	Mary_Had_a_Little...	Mary Had a Little...	['Agnès Laurent', ' Hazel Court', ' Jack Watling', ' John Bentley']	1961-07	1961-09-01	0	Yes	Yes	Yes
id_w4UAzMdeKv_5yq_2jh?Mxux6y	Agnès Laurent	The_Big_Show	The Big Show	['Gene Autry', ' Smiley Burnette', ' Kay Hughes', ' Sally Payne']	1960-05-20	1936-11-16	0	No	No	No
id_JU!Y!GBbDl_5yq_jwQMsytcIp	Agnes Moorehead	What's_the_Matter_with_Helen?	What's the Matter with Helen?	['Debbie Reynolds', ' Shelley Winters', ' Dennis Weaver', ' Micheál MacLiammóir']	1971-06-30	1972-04-13	0	No	Yes	No
id_JU!Y!GBbDl_5yq_jNW59Wqvct	Agnes Moorehead	Station_West	Station West	['Dick Powell', ' Jane Greer', ' Agnes Moorehead', ' Burl Ives']	1948-10-19	1948-10-16	0	Yes	Yes	Yes
id_JU!Y!GBbDl_5yq_qf3cJBfuyy	Agnes Moorehead	The_Stratton_Story	The Stratton Story	['James Stewart', ' June Allyson', ' Frank Morgan', ' Agnes Moorehead']	1949-05-12	1949-06-01	0	Yes	Yes	Yes
id_JU!Y!GBbDl_5yq_?L6lE6qsHB	Agnes Moorehead	Citizen_Kane	Citizen Kane	['Joseph Cotten', ' Dorothy Comingore', ' Agnes Moorehead', ' Ruth Warrick']	1941-05-01	1941-09-05	0	Yes	Yes	Yes
id_JU!Y!GBbDl_5yq_TCgk5Tc1RF	Agnes Moorehead	How_the_West_Was_Won	How the West Was Won	['Carroll Baker', ' Lee J. Cobb', ' Henry Fonda', ' Carolyn Jones']	1963-02-20	1963-02-20	1	No	No	No
id_JU!Y!GBbDl_5yq_Ntreg8A5fr	Agnes Moorehead	Hush…_Hush,_Sweet_Charlotte	Hush...Hush, Sweet Charlotte	['Bette Davis', ' Olivia de Havilland', ' Joseph Cotten', ' Agnes Moorehead']	1964-12-15	1964-12-24	0	Yes	Yes	Yes
id_JU!Y!GBbDl_5yq_H7NnRSHzFv	Agnes Moorehead	Meet_Me_in_Las_Vegas	Meet Me in Las Vegas	['Dan Dailey', ' Cyd Charisse', ' Agnes Moorehead', ' Lili Darvas']	1956-03-09	1956-03-09	1	Yes	Yes	Yes
id_JU!Y!GBbDl_5yq_Je2KAT2G9I	Agnes Moorehead	Tomorrow,_the_World!	Tomorrow, the World!	['Fredric March', ' Betty Field', ' Agnes Moorehead', ' Joan Carroll']	1944-12-29	1944-12-29	1	Yes	Yes	Yes
id_JU!Y!GBbDl_5yq_cRINXWecPR	Agnes Moorehead	Adventures_of_Captain_Fabian	Adventures of Captain Fabian	['Errol Flynn', ' Micheline Presle', ' Vincent Price', ' Agnes Moorehead']	1951-10-06	1951-10-06	1	Yes	Yes	Yes
id_JU!Y!GBbDl_5yq_xld9FbuL9?	Agnes Moorehead	Pollyanna	Pollyanna	['Hayley Mills', ' Jane Wyman', ' Richard Egan', ' Karl Malden']	1960-05-19	1960-05-19	1	No	Yes	No
id_JU!Y!GBbDl_5yq_V99eMVgzWf	Agnes Moorehead	The_Swan	The Swan Princess	['Jack Palance', ' Howard McGillin', ' Michelle Nicastro', ' Liz Callaway']	1956-04-26	1994-11-18	0	No	No	No
id_JU!Y!GBbDl_5yq_UgV1YhkPE2	Agnes Moorehead	Rolling_Man	Rolling Man	['Dennis Weaver', ' Don Stroud', ' Donna Mills', ' Jimmy Dean']	1972-10-04	1972-10-04	1	No	Yes	No
id_JU!Y!GBbDl_5yq_nR5XfZj5nG	Agnes Moorehead	Those_Redheads_from_Seattle	Those Redheads from Seattle	['Rhonda Fleming', ' Gene Barry', ' Agnes Moorehead', ' Teresa Brewer']	1953-09-23	1953-10-16	0	Yes	Yes	Yes
id_JU!Y!GBbDl_5yq_KgITz1DwSD	Agnes Moorehead	Main_Street_to_Broadway	Main Street to Broadway	['Tommy Morton', ' Mary Murphy', ' Agnes Moorehead', ' Herb Shriner']	1953-10-13	1953-10-13	1	Yes	Yes	Yes
id_JU!Y!GBbDl_5yq_yIb3hydUEH	Agnes Moorehead	The_Magnificent_Ambersons	The Magnificent Ambersons	['Joseph Cotten', ' Dolores Costello', ' Anne Baxter', ' Tim Holt']	1942-07-10	1942-07-10	1	No	Yes	No
id_JU!Y!GBbDl_5yq_ffRHcNvZZq	Agnes Moorehead	The_True_Story_of_Jesse_James	The True Story of Jesse James	['Robert Wagner', ' Jeffrey Hunter', ' Hope Lange', ' Agnes Moorehead']	1957-02-22	1957-03-01	0	Yes	Yes	Yes
id_JU!Y!GBbDl_5yq_QFyKVTsBSG	Agnes Moorehead	Summer_Holiday	Summer Holiday	['Dragos Bucur', ' Anamaria Marinca', ' Mimi Branescu', ' Adrian Vãncicã']	1948-04-16	2008-09-19	0	No	No	No
id_JU!Y!GBbDl_5yq_E78RrSZU!q	Agnes Moorehead	The_Blazing_Forest	The Blazing Forest	['John Payne', ' William Demarest', ' Agnes Moorehead', ' Richard Arlen']	1952	1952-12-01	0	Yes	Yes	Yes
id_JU!Y!GBbDl_5yq_sPZBRAYF97	Agnes Moorehead	Night_of_the_Quarter_Moon	Night of the Quarter Moon	['Julie London', ' John Drew Barrymore', ' Anna Kashfi', ' Dean Jones']	1959-03-04	1959-11-01	0	No	Yes	No
id_JU!Y!GBbDl_5yq_herWFc3!Az	Agnes Moorehead	The_Conqueror	Pelle the Conqueror	['Pelle Hvenegaard', ' Max von Sydow', ' Erik Paaske', ' Björn Granath']	1956-02-02	1988-12-21	0	No	No	No
id_JU!Y!GBbDl_5yq_khgQFEU0kH	Agnes Moorehead	Who's_Minding_the_Store?	Who's Minding the Store?	['Jerry Lewis', ' Jill St. John', ' Ray Walston', ' John McGiver']	1963-11-28	1963-12-14	0	No	Yes	No
id_JU!Y!GBbDl_5yq_yWqWndlaR?	Agnes Moorehead	Magnificent_Obsession	Magnificent Obsession	['Jane Wyman', ' Rock Hudson', ' Agnes Moorehead', ' Otto Kruger']	1954-08-04	1954-08-07	0	Yes	Yes	Yes
id_JU!Y!GBbDl_5yq_smd?Sy3sNT	Agnes Moorehead	The_Story_of_Three_Loves	The Story of Three Loves	['Pier Angeli', ' Ethel Barrymore', ' Leslie Caron', ' Kirk Douglas']	1953-03-26	1953-03-26	1	No	Yes	No
id_JU!Y!GBbDl_5yq_qL33b7XMLk	Agnes Moorehead	The_Revolt_of_Mamie_Stover	The Revolt of Mamie Stover	['Jane Russell', ' Richard Egan', ' Joan Leslie', ' Agnes Moorehead']	1956-05-11	1956-06-22	0	Yes	Yes	Yes
id_JU!Y!GBbDl_5yq_AMkU1z8C0D	Agnes Moorehead	Fourteen_Hours	Fourteen Hours	['Paul Douglas', ' Richard Basehart', ' Barbara Bel Geddes', ' Debra Paget']	1951-03-06	1951-05-20	0	No	Yes	No
id_JU!Y!GBbDl_5yq_GgsMg9xavZ	Agnes Moorehead	Dear_Dead_Delilah	Dear Dead Delilah	['Agnes Moorehead', ' Will Geer', ' Michael Ansara', ' Dennis Patrick']	1972	NaT	0	Yes	Yes	Yes
id_JU!Y!GBbDl_5yq_2mWzRy1Hi2	Agnes Moorehead	The_Bat	The Bat	['Vincent Price', ' Agnes Moorehead', ' Gavin Gordon', ' John Sutton']	1959-08-09	1959-08-09	1	Yes	Yes	Yes
id_JU!Y!GBbDl_5yq_G?MCnzneIY	Agnes Moorehead	Jeanne_Eagels	Jeanne Eagels	['Kim Novak', ' Jeff Chandler', ' Agnes Moorehead', ' Charles Drake']	1957-08-02	1957-08-02	1	Yes	Yes	Yes
id_JU!Y!GBbDl_5yq_sHWgrazSSj	Agnes Moorehead	The_Seventh_Cross	The Seventh Cross	['Spencer Tracy', ' Signe Hasso', ' Hume Cronyn', ' Jessica Tandy']	1944-07-24	1944-07-24	1	No	Yes	No
id_JU!Y!GBbDl_5yq_5igcvYtv0H	Agnes Moorehead	Show_Boat	Show Boat	['Kathryn Grayson', ' Ava Gardner', ' Howard Keel', ' Joe E. Brown']	1951-09-24	1951-09-24	1	No	Yes	No
id_JU!Y!GBbDl_5yq_NwBMsKsmEw	Agnes Moorehead	Johnny_Belinda	Johnny Belinda	['Jane Wyman', ' Lew Ayres', ' Charles Bickford', ' Agnes Moorehead']	1948-09-14	1948-09-14	1	Yes	Yes	Yes
id_JU!Y!GBbDl_5yq_XxIcK1eK3u	Agnes Moorehead	Caged	Caged	['Eleanor Parker', ' Agnes Moorehead', ' Ellen Corby', ' Hope Emerson']	1950-05-19	1950-06-10	0	Yes	Yes	Yes
id_JU!Y!GBbDl_5yq_MHOli5XF0d	Agnes Moorehead	Without_Honor	Battles Without Honor and Humanity	['Bunta Sugawara', ' Hiroki Matsukata', ' Kunie Tanaka', ' Eiko Nakamura']	1949-10-26	1973-01-13	0	No	No	No
id_1WcCVslhvh_5yq_8bHuCg!jTy	Agnes Rehni	Champagnegaloppen	Champagnegaloppen	['Svend Methling', ' Valdemar Møller', ' Agnes Rehni', ' Annie Jessen']	1938-08-01	1938-08-01	1	Yes	Yes	Yes
id_yoFyPePWaX_5yq_H92w1IpJbO	Agnès Soral	The_Ogre	The Ogre	['John Malkovich', ' Armin Mueller-Stahl', ' Gottfried John', ' Marianne Sägebrecht']	1996-09-12	1996-09-12	1	No	Yes	No
id_yoFyPePWaX_5yq_g5g6getLYU	Agnès Soral	Window_to_Paris	Window to Paris	['Agnès Soral', ' Sergey Dreyden', ' Viktor Mikhaylov', ' Nina Usatova']	1993	1995-02-17	0	Yes	Yes	Yes
id_yoFyPePWaX_5yq_fRrMTRoU?p	Agnès Soral	So_Long,_Stooge	So Long, Stooge	['Coluche', ' Richard Anconina', ' Agnès Soral', ' Mahmoud Zemmouri']	1983-12-21	1983-12-21	1	Yes	Yes	Yes
id_yoFyPePWaX_5yq_l3c2AEOjQk	Agnès Soral	Australia	Australia	['Shea Adams', ' Eddie Baroo', ' Ray Barrett', ' Tony Barry']	1989-09-13	2008-11-26	0	No	No	No
id_A1CO?x9yWK_5yq_3hK6GBtIhD	Agnès Spaak	Killer_Caliber_.32	Killer Caliber .32	['Peter Lee Lawrence', ' Agnès Spaak', ' Lucy Scay', ' Massimo Righi']	1967	1967-04-20	0	Yes	Yes	Yes
id_4?TfrS7QG0_5yq_UdFHwBDwmX	Agnes Steele	Roaring_Ranch	Roaring Ranch	['Hoot Gibson', ' Frank Clark', ' Sally Eilers', ' Wheeler Oakman']	1930-04-27	1930-04-27	1	No	Yes	No
id_iKWzOclhI7_5yq_Rt4bIYJYop	Agnes Straub	The_False_Dimitri	The False Dimitri	['Alfred Abel', ' Agnes Straub', ' Eugen Klöpfer', ' Friedrich Kühne']	1922-12-15	1922-12-15	1	Yes	Yes	Yes
id_Mh8CwZvMDG_5yq_4TofKjPc2T	Agnes Vernon	A_Miner's_Romance	A Miner's Romance	['Murdock MacQuarrie', ' Agnes Vernon', ' Lon Chaney', ' Seymour Hastings']	1914-08-26	1914-08-26	1	Yes	Yes	Yes
id_Mh8CwZvMDG_5yq_af?OEtxQM1	Agnes Vernon	The_Old_Cobbler	The Old Cobbler	['Murdock MacQuarrie', ' Richard Rosson', ' Agnes Vernon', ' Lon Chaney']	1914-06-27	1914-06-27	1	Yes	Yes	Yes
id_Mh8CwZvMDG_5yq_XXx4pcb?jF	Agnes Vernon	The_Shadow_of_Lightning_Ridge	The Shadow of Lightning Ridge	"[""Rex 'Snowy' Baker"", ' Wilfred Lucas', ' Agnes Vernon', ' King Baggot']"	1920-04-03	1921-09-13	0	Yes	No	No
id_Mh8CwZvMDG_5yq_XtX3E52xSs	Agnes Vernon	Her_Grave_Mistake	Her Grave Mistake	['Murdock MacQuarrie', ' Agnes Vernon', ' Seymour Hastings', ' Lon Chaney']	1914-07-15	1914-07-15	1	Yes	Yes	Yes
id_XDqhC9oX3!_5yq_hjT0f!qaXJ	Agneta Eckemyr	The_Kentucky_Fried_Movie	The Kentucky Fried Movie	['Marilyn Joi', ' Saul Kahan', ' David Zucker', ' Marcy Goldman']	1977-08-10	1977-08-10	1	No	Yes	No
